text,label
Siktir byy,1
Oc,1
Dedikoducu kadınlar gibi oldun amk ayda bir konu için açıklama yapmak zorunda kalıyosun hiç bir profesyonellik kalmamış sende yazıklar olsun,1
saim.kul Adam haklı kendine göre yılbaşını Müslüman kutlamaz. şahan şerefsizi Amerikan uşağı bunu bilmeyen mi var ki,1
Karaktersiz utan kendinden şeref yoksunu senin nikah şahidin cumhurbaşkanımız nasıl utanıyordur senden futbolcumuz olarak biz nasıl utanıyoruz @arda turan,1
"Dirar bu söylediğimi Türkçeden diline çevir!... siktir git!..... lütfen siktir git!.... kimse seni bu takımda istemiyor!... beceriksiz, ise yaramaz, zarardan başka bir bok değilsin!.... SİKTİR GİT!.....",1
 uğurcumla yaptığı en büyük ahlaksızlıktır ne demek evli kadına öyle bir şey diyecek iki kuruş parası var diye herkesi sikebileceğini mi sanıyor,1
sanemsisss@sehercanli.0 aynen. Bu sıla niye embesil gibi şekilden şekle sokuyor suratını. Sevimli olduğunumu sanıyor 👎💩,1
ARDA TURAN A IFTIRA ATAN OROSPU ÇOCUĞU DUR.,1
NE KADAR CİMBOMLU VARSA ANASINI SİKEYİM ????,1
Abaza @arda turan,1
mehmet_ozbay78 Sikeirm sizin gunaydininizi adam gibi top oynayın amik salkalari,1
rose_mo_onPis kari bu çocukları sapık supuk büyüttü,1
yessscccc@siyah_inci_16 özürlü denmez engelli denir ayrıca bu kari orospun karıştırmayın sapla samani,1
bir de silah taşıyor amk çocuğu,1
 ayt3nnnn müdür ben sikerdim,1
Siktir amcık,1
yoltay01_08_entelektuel iki Şerefsiz Para Göz Demet! Tepe tepe kullan ibocugun paracıklarını 😂😂😂 Tam bir Fiyasko!,1
siyahfilx Ben başka kadına gitme mantığını anlamadım seven insan neden gitsin abi o zaman sevmiyor ki aldatıyor seven kendine ihanet etmez bakın kendine diyorum. Gönül kerhane değil ki o dalcıkları var olsun gönül bu tek kadına çarpacak . Eğer çarpmıyorsa siktirsin gitsin .,1
Cimboma böyle koyarlar amanın ??????????,1
cigdemkilicyenipinar Lezbiyenler yinelde kısa saçlı oluyor 😃😁,1
Yani bu yasak açıklamada diyor ki. Caner'in karıya atladığı için çok sinirlendim bak bak bak ??????,1
Haysiyetsiz şeref yoksunu,1
Berkay'da az değil yani. Geçmişi kimse unutmaz. Ama arda harbiden bokunu çıkardın iyice. Bir kız kulesi kaldı yürümediğin be kardeşim :)),1
Sana oksijen veren yaprağın si…,1
gunduzecenur Şerefsiz,1
Geber sakat kal orospu çocuğu,1
nihal_geziyor@gamzemhn35 normalde bu kadınlar bunların tipini beğenip bakmaz bile . Para var ya işte para . Onlarda biliyor parasız bir bok olmadıklarını. İbo yu gerçekten seviyor mu sanki o ayşegül. Asla . Haklısın kardeşim,1
n54_diaryahmet gardanım takma kafana bu kadar.. bitirmişsin kendini...siktir et aq,1
Ulan piç kahpe nin oğlu,1
Fuck of amına godumun malı,1
Hadi git bak mq cildirtma adamı al hasanaliyi alperi siktir git slimani senden iyi orta aciyo aq dengesiz,1
ekinci2535Adam olun lan kadın gibi çanta tansiyon ibne sokakta aç yatan insanlar var o çantaya o parayı vereceğine git o insanların ayaklarına ayakkabı al yavşak ipine,1
Senin amına koyarım siktir git,1
Kahve gibi kahpeler vardır yaptıkları 40 yıl unutulmazmış.,1
sertaliye iğrenç asıl sapıklık yapanlar Sonra da orda burada konuşurlar,1
goldparfum.az Lan Yeşim sen kimsin ki kimi nereye gönderiyorsun.Sapık kadın!!Sen kendini ne zannediyorsun? @yesimsalkimofficial,1
"Ne olursan ol kim olursan ama Galatasaray'ın kapısından bile geçme sakın. Rakip olarak buyur gel sıkıntı yok. Sen, seni seven Galatasaray taraftarlarının hayallerini bok ettin.",1
ananı sikim go home,1
emre.islekk@musstafatatar at yorumu gelsin prim yapmak takipçi için götünüzü bile verirsiniz,1
 merveekici26 akım derken bokum demiş aşkım işte ??,1
mhukaka Aman bok boku kenefte ya!,1
Keşke ayağın götüne girse sonra tek bacakla topallaya topallaya fasa kadar siktirip gitsen,1
batuhancardak@iok_trabzonspor amik çocuk en son 2011 için Ali odun ona ne oldu amik,1
 k_ceycey kahpenin evladı,1
24yakamoz02 Oha amk,1
Ibnesin arda turan,1
sefahan.q Siktirin gidin ruhsuz piçler,1
Adam değilsin. Tam bir götsün,1
Babamın meşhur lafı vardır. Kendi götünüzün bokunu yıkamadan başkasının bokuyla uğraşmayın. Arda'yı eleştirene kadar kendinize bakın bakalım adamlıktan nasibinizi almışmışsınız,1
"cicek_kartal_gurkan@drn.sema çok yerin de bir tespit yapmışsınız sizin o sakallı ve takkeli diye savunduğunuz ucubeler var ya evet yinele sapık ve sübyan meraklısı çünkü çöl çocukla evlenmeyi ilişki yaşamayı normalleştiriyorlar.Ha bu durumda yine biz laikçiler itiraz ediyoruz, ayaklanıyoruz sizler de her zaman ki gibi kafanızı kuma gömüyorsunuz.",1
veyselbyk56@fbsadik1907 amik bu nasıl rüya lan,1
SELAMUN ALEYKÜM bak Allah'ın selamını da verdik siktir git gözünü seveyim nolursun ya hadi güzel abim buralar sana göre değil git hali sahada oyna amik 20 dakikada 10 tane top kaybı amik 20 Dakka ortada sıçan oynasak gözüm kapalı 5 kere vururum ortadakini ya sen 70 dk. orta açamadın amik,1
Fuck You  çocuğu siktir git,1
mrveslh Sizin gibi embesiller oldukça götleri Kalkan’larda çok olacak sizi satın alırım lan iPhone 7 ne hahahaha oradaki empatiyi anlayamayacak kadar ezik ve beyinsizsiniz siz işsiz güçsüz karı gibi magazin takip edin siz sonra sizde dilenirsiniz kimden yürüsek diye 😜,1
lei545 Sanki zorla hazala sahiplenmiş çok kötü bir görüntü,1
şeref siz hatar hayvan bile olamasın cani,1
Senin aq şımarık piç,1
Ay hangı dili tutulasıda buna dedi poposu güzel o zamandan sonra poposuyla beyni yer değiştirdi ?????+??????+??????+?,1
acumunlubtk Az bile yapmış seda tam bir robokop bu polemiklerde sanki reklam reklam kokuyor. Hiç işimiz kalmadı birbirlerine laf sokuşlarını izliyoruz amaç ne bilrmedim bütün kanaldaki dedikoducular sanki anlaşmış reyting için bir çaba içine girmiş.sedasıda sereni de hakan buralı bile içlerine çekmişler. Çok saçma ve sıkıcı bir hafta oldu.allahım kitap okuyalım biz kitap. Bizi okumak kurtaracak.,1
gestiefeltekater💩,1
zynb_bysf Mesaj çok saçma amk sen fakir bir insansan en büyük hayalin iPhone 7 olmamalı ama adamında Dangalak diye paylaşması biraz kötü olmuş,1
Sikim,1
seymensaygınn Bu yalan bu adam böyle sözler sarf etmez amk yapacağınız haberi sikiyim,1
balyanaklaryhma@_nisan roza_ evimiz de balık besliyoruz ama götünü göremiyoruz ????balon balıklarının g*** oluyor sadcee,1
emirr53keskin@teen_wolf951 söyleyene bak MK,1
ugurozTürk1618  Işık hızında koca çalma toplantısı💩💩💩💩,1
every__birth@tasferda9457 Yalanlara inanıyorsunuz. Masallar bunlar masal. Biri gelip ben peygamberim alın bu da kitabım derse inanacak mısın? Hayır,1
esmcn.can Haykonun boku olamazsın sen,1
Tabi millet bokunu çıkarır bu sözlerin üzerine! Bil hülya bir sen mal mal konuşarak dikkat çekmeye çalışmayın artık. Namus bu ya böyle kolay mı bunları söylemek helal olsun o zaman. Bıktık saçma sapan şeyler ortaya atıp geri çekilmenizden seviliyorsunuz sevilmeyeceksiniz,1
Lan git git aq sg come to 8taş git aq nereye gidiyosan git come to karabük aq git,1
Öle hesap sorulmalı ki bu ve bunun gibi götlerden yapmadan önce başlarına gelecekleri düşünüp altlarına sıçmalılar korkudan...caydırıcı ceza,1
sultansrgz_17Serefsiz,1
" besiktas_adina_hersey suçu ve suçluyu övüyor bu yavşak. Emniyet göreve, adalet nerede??",1
aybukegurr Şerefsiz,1
Dirar senin beynini sikiyim,1
Siktir git artık şu takımdan orospu çocuğu,1
Sg oç,1
yasemin.ile.cihan Türkiye seni niye en güvenilir ismi yapmadı hadi canim hadi kendi tekkende yüz kimseyi sen biyere bir halta gönderemesin milletin ekmeğini parasını sen veriyorsan senin himayende ise doğrudur gönderirsin sidikli seni iyisin sen olsaydın Türkiye'nin en güvenilir ismi o okul yaptırdı seda sayan Aysel gülsaçar sen ne yaptırdın eski cumhurbaşkanı Abdullah gül açılışı yaptı ve plaket verdi Arnavut kişisi n madem bir yara,1
cemaline sende biliyorsun devlet göndermez reklam yapma lan botoks yap😊,1
Senin anan bacın sikim orospu çocuğu topa vurmayı bilmiyor sen ne sike yarayan piçin çocuğu anan killi götünü sikim,1
hatice.cevirmeveziroglu Kesinlikle harika bir film....ota boka her şeye güleceğine. Kaliteli espriye bir kere gül yeterli. Filmi beğenmeyenler mümkünse cem yılmazın filmlerine bir daha gitmesinler. Çünkü ivedikler daha çok sınıflarına göre bir film onu takip etsinler..,1
 123duyguyidirim sen orospu çocuğusun orospu olmasan küfür etmesin,1
Lan siktir git bu takımdan amk koydun takımın defol git,1
Oç,1
Arabistan'a gitmedi mk,1
Defol git sen kaldıkça geberiyoruz yeter vasıfsız oyuncu ????,1
Git mk cocu git,1
Senin götüne koyayım piç,1
Senin ben gelmiş geçmişini sikim piç siktir git takımdan götün oğlu,1
sevdenur_albayrak@banublg bok seni üç sözcükle anlatabilirim,1
bayancobainn@emir19on4 ne alaka amına koyayım ya,1
Sen kutlama la Cumhuriyet ne işin var senin Cumhuriyetle ırz düşmanı keko,1
blntikiyek Sizin bu maskaralıklarınıza artık ekmek yok ulan askerlerimiz savaşa gidiyor amk yıllarca bedava para kazandınız,1
nrcnkskn@istanbulmikaaa sanane lan benim yorumum sürtük,1
Bak orospu çocuğu dalkavuk ibne iyi dinle beni bu takımdan gitmezsen ananı evime getiririm siktir git orospu çocuğu,1
Siktir git lan,1
Lan. Piç. Umarım bir daha senin ismin sporla ayni yerde kullanmazlar. Seni yarrak olarak bile görmüyorum artık göt.,1
drumsdrumkitit götlek,1
Monaco iliştirdi  bunu bize,1
Ananı sikiyem,1
yigithan.ayaksiz hades işte amk ne bekliyorsun,1
 muctebameydanci ya sizin gibi 13-14 yaşındakiler burada ya şaşırıyor amk veledi,1
polaekin Bella cironun popo sallayarak söylendiğini ilk defa görüyorum.,1
yildizuavuz Ay iyi olmuş sıla kim ya bunu. Normal vatandaş yapsa. Orospu. Derler. Kapatması. Derler ama. Bunlar yaptı mı. Seviyeli. ilişki. Deniyor. Ah. Para vah para,1
"zuby_57Filmlerde p*ç rolünü oynayıp babasızlığın ne kdr zor olduğunu gösterip, kendi oğluna da zamanında oynadığı o karakterlerin hayatini yaşatmak... iğrenç bir varlıksın Emrah!",1
seher1983@auranusm bulaşmaya be alakası var ne kadar malsınız ya ben Ankara diyorum siz götüm kara diyorsunuz lafı beyninize götürün başkalarına asalak demeden önce anla sonra konuş!,1
su.naz.cl Götü kalkanları bu halk indirmesini bilir @2.sayfaofficial,1
ozhan_ceyhan şerefsizdir bu emrah i,1
12.5 ?????? ağla amına kodumun karaktersizi,1
OYNUYCAĞIN TOPU SİKİM,1
mustafadeniz92Siktirin gidin,1
Ardanın yarrağını yiyin amcıklar,1
firuze_Galatasaray@kaansezer97 Laf soksak ne olur herkes size soktu zaten,1
ne oldu lan yavşak,1
Kes ağlamayı sokarım bağlamayı fener ağlama #fener ağlama #faa @1volkandemirel,1
Anneni sikiyim arda,1
onurdemiralofficial Estetiksiz halinizle evlat olsanız sevilmezsiniz hanım efendi.,1
Güray koydu volkan hala yaşıyorsun mu ??,1
Dirar artık siktir ol git şu takımdan,1
 Arda turan İnşallah Futbol Hayatın Biter Aq Çocuğu,1
varliginateşekkürum@16arslanela sktrgt mal her boku yersiniz örümcek kafalı yavşak,1
aslinurbatal@sde.inl gündemi takip etmeyen bir ben miyim aq,1
Lan siktir git yeter artık bıktık senden istemiyoruz abi zorlama bizi ya lanet olsun sana??,1
Şerefsiz,1
amk hadi siktir git götveren zaten yanindakiyle diyarbakir keşlerine benziyorsunuz senin götune ayağımı sokm götündeki kıllar kadayıf teli gibi olmuş hâlâ orta acamiyosun amcik ağzı,1
husna.doğruer Sıçıp sıvamak böyle bir şeymiş acaba😂😂😂😂,1
sibelsaydam_@neslikrtl pislikler 😱😱😱😱😂😂😂 örme modasını başlatacak galiba 💩,1
Sıktır git,1
Anan bacın sikem tipe bak orospu çocoğu,1
Lan şu adam ananızı çatır çutur sikte bu kadar bilenmezsiniz be :D,1
sani_tpgz Özgüvenine sıç..... anladınız,1
KIYAMAMMM CİNCON YİNE AĞLIYOR BE VOLKANN çok FENA KOYDUN çok FENA BU FUTBOL bugün kötü OLABİLİR YARIN çok İYİ AMA BİZ FETOYA KOYMAYA DEVAMMM,1
sedabero Taş gibiyim kilo almadım götümü yiyin kızlar konseptli diye düşünmüş ama pohh gbb tulum🤮🤮🤮🤮,1
Ardaya sallamaktan vazgeçin delil yok belge yok sanık berkay çok adam çıkıp acıklıma yaptı yanlıştı asenayla ilişkim dedi konu kapandı öylece kolay arda olunca öyle olmuyor belli  ki,1
merveaksoy2331 Popo salam aklı bir şarkı mi bu güzel anlamlı şarkının düştüğü hale bak rezillik,1
sibel_efetunc_ozkan Piç,1
popo gündemi bitti sanırım şimdi nasıl gündemde kalsam adlı çalışma ...,1
1.55 lik piç. Bura Türkiye adamı götten sikerler. Senin hamile karında asılırlar. Şeninde götünden şırınga ile kan çekerler. Yavşak!,1
rtuklo74064. üncü yıldiz fenerlilerin anasinin amina girdiiiii,1
" leyla_bayraktar14 ne alakası var amk, adamın geçmişte yaşadığı yasak bir ilişki yüzünden şu anki karısının ne sucu var",1
azerberna Burda problem yaş farkı değil burada adamın davranış sekli bayanın isteksizliği mutsuz memnun olmadığı her halinden belli biri sapık tipli bir adam vah vah burada aşk var diyenlerin aklını s...,1
esraakyolculfuk Erkenci Hulk Aqwkwlslskqksj😂,1
eldemirmuhammet  O ağacı götüne sok öç,1
mepas070707@meteinthewonderland adamın anasına niye küfür ediyorsun anasini siktigim oc evlati,1
merve_marlal Para bok gibi kesin yaşlı adamı zorla öpüyordur Allah somumuzu hayır etsin🙏,1
"orospu çocuğu arda, ne yapıyorsun ? Yavşak  arda turan",1
hurremsultannmmm Boklar,1
go home amın oğlu,1
Ali koç gerçek taraftar olsaydı bu şerefsize forma verdirmezdi. insanlara bu kadar çektirmezdi yazık garibim isçiye bilet alır sonra dirarlari izler hani Allah hani inanç,1
senin gelmişini geçmişini tüm türkiye siksin üstünden geçsin,1
yusufsakar12alsanda ömrümün geri kalanını senden vazgeçenin anasıını avradını.. @Fenerbahçe,1
 amirhosseinshahinbaher Hassiktir,1
crontab1Ajdara verilsin abi kesinlikle bir şarkıyla memleketin içine sıçtı kaç senedir bu da bir basari yani,1
4 gol girmesi gözüne götüne nasıl bir duygu Volkan cimvolkancim @1volkandemirel,1
xbhri.canLeş amına koyim,1
ulkstun Pavyon karısı gibi,1
"afaq_ismayilzade90@sacitaslancom dünya kahpe değil Sakit bey, bunun gibilere para kazandıran milletin kendisi .onun mekânlarına akın etmeseler sosyal medyada takibi bıraksalar bir boka yaramaz .",1
oguzyilmaz543@can.keys AMK salağı sen sıla nın her dakika yanındakisine iftira atmadığını sırf ondan uzak kalsın diye böyle bir şey yapmadığını nerden bili osun,1
 alisanofficial yürü be reis göt hoşafı,1
esmcn.can Bunu bir bok sanıp basımıza çıkaranlar utansın,1
vsrbka@ergull_nazli iyide sanan zaten amk,1
burcularinburcusuuuuu @zehraa_ozkmnbizz böyler seviyoruz demet akalını beğenmiyorsan siktir git o zaman Milet size göre mi yaptırmak kadın demek ki istemiyor estetik size mi soracak ..,1
hiniserzurum25@latife_yasarr bok Sana benzer biraz saygı sanaciya sen kimseyin Tam bok,1
sevgi3118 Bu tarz insanlar dünyaya neden gelirler anlamış değilim döl israfı,1
celallerini siktir git yavşak prim yapacak bir şey bulmayın hemen atlarsınız,1
 Nuri davran 18 senedir Kadıköy'de inlettiğimin çocukları ????,1
samed__kutbay__Oruspunun çocuğu Coco senin ananın babamın amına koyum git artık oruspunun çocukları amına koydum ali koçu bu maçın hali ne olacak amına koydum yenin artık kümeye düşecek hepinizin amına koyum ??????,1
Senin ben ismini cismini sikeyim,1
elifersin_tetik Ya espri yapmışlar işte anlasanıza...bilerek makaradan ole durmuş hazar erguclu..sizde hemen sevmiyor zorla duruyor yok pavyon sahibi diye bas misiniz etiketi. Makara yapmışlar işte neyini anlamıysan😄 @hazar erguclu@onurunlutheofficial,1
Yavşak arenaya ecdadını getir fark etmez dünyan küfür yiyecek,1
OROSPU ÇOCUĞU SIKTIR GİT LAN KLUPTEN,1
5 kuruş etmesin göt herif,1
minnak.saire Siz o fatih Altaylıya söyleyin ki bunu öneren pezevenk ve puşttur. Önerdiği teklif ettiği kadın o... dur manasına gelmez. Ha bunu diyen fatih Altaylı da namuslu görünen namussuzdur.,1
asyaruzgar058 Travesti,1
 emirerdemkaratas siktir dir,1
" ariifeengin seks manyağı göt herif, götlerin arkasından koscagina topun arkasından koşsana hayvan",1
kayhan887Hassiktir,1
çağlar.mine@oguzzalc yavşak işte sinem bunu boşuna piç gibi bırakmadı 👍,1
dueyka Bu marşı kıç sallayarak söylemek nedir ya? Bugün de utandık çok şükür.,1
adilozel1Vay yavşak vay ! Bildiğin ruh hastası çıktı komedyen !,1
"ferkanelyesa Ya şu kadınlarda ki göt zoruna bak ulan aralarında ne yaşandı ne oldu nereden biliyorsunuz. Belki adama kaldıramayacağı şeyler söyledi. Ama kadın ne yaparsa yapsın erkek tepki veremez doğru iyi alıştınız tabi.. gerçi sizde haklısınız bütün yasalar sizi destekliyor. Âmâ eşittik değil mi !! İş yerinde sokakta eşitiz ama nedense güneydoğu sınırında nöbet tutan bir kadın görmedim. İşinize gelince eşitiz işinize gelmeyince erkeksin tabi ki sen yapacaksın. O kadar gururlusunuz ki kendinize zengin birisini bulup evleniyor bir kaç ay evli kalıp boşanıyor, ölene kadar adamın parasını yiyorsunuz !! Gerçekten her yerinizden gurur, onur akıyor..",1
ezozgen@hcrkcrk he he hemen araya sokuşturun günahı sevabı ya kardeşim bu ülkede bulaşıcı hastalık mı aynı fikirde olmayanların birbirini günahkar diye suçlaması. Ya bir kişide çıkıp seninle aynı fikirde değilim çünkü yarışma kuralları estetik yaptıramazsınız gibi bir madde içermiyor dememiş. Habire din günah yaratılışla alay ettin pis bok kaka. Kendi cümleniz yok mu,1
Anayım amını sikiyim,1
Sapık başkasının karışı olduğunu bilsen ne yapacaktın,1
"ferhadcalalov Olayın aslı astarı yok ama herkes duyar kasıp, 2-3 beğeni için vicdan mastürbasyonu yapıyor. Hepiniz sütten çıkma ak kaşıksınız zaten amk.",1
akdolun10 topla kanlı bıçaklı mısınız küstünüz mü amk,1
Bu memleketten siktir git. Çocuklarımız seni büyüdüklerinde hatırlamayacakları şekilde unuttur bize kendini,1
ndrctn66@bisarilsamgecicek çünkü hepsi kahpe,1
Siktir git volkan,1
 yesilin_tonlari biraz edep yahu edep siz kimsiniz ki doğruluğunu bilmeden kişi yi yargılama hadsizliğine kalkışıyorsunuz biraz terbiye edwp yazıktır Allahtan korkun bu olay tamamen linç kampanyası helal olsun ki sizin gibi doğruluğunu araştırmadan her ota boka yorum yapan kişi ler hemen yargılayıp aşıyor ama sizleri Allah'a havale ediyoruz ağzınızda biraz toplayın,1
Orospu çocuğu,1
hazan_bir Gözyaşı nerde,1
cigdem.zamliy Eminim nikahı bile yoktur biz olsak gavat damgası yeriz,1
Arda ırz düşmanısın şerefsiz herif,1
Mal dirar maldonado senden daha iyidi biraz karakterin varsa siktir git,1
yusufturann7Sıktır git,1
Bu kadar kişiye küfür ettin bu kadar kişi kalksa sana orospu çocugu dese nasıl olur amına kodum zina veledi,1
Ananı kız kardeşini seni müjdeleyeni sikeyim,1
Her bokun var ama ?? kadar değerin kalmadı gözümde,1
ibosavageAli koç anasını s.kti takımın mk,1
neslisahkutay Gülben’in yaptığı şerefsizliği yazmak sıkıyor değil mi 👊🏼,1
zeliss10 Basimiza taş yağacak taş amk topunu da ünlü diye piyasaya çıkardılarsa diyecek bişey bulamıyorum daha düne kadar kim tangodur seni saygısız herif bağırma hakkını nerden bulusun kendinde sen kimsin lain,1
"Sen Adam mısın lan, Türk futbolunun yüz karası!!! Defol git bu ülkeden istemiyoruz seni karaktersiz kansız!!!",1
bu kadınların cinsel problemleri var dışa vuramadıkları için bu tarz konuları konuşarak tatmin oluyorlar.biz çocuklarımızın ekran başında olduğu saatlerde bu tarz konuların rahatlıkla konuşulduğu programlar istemiyoruz.sperm muhabbetlerinizi eğlence programlarında yapmayın artık yeter. Müzik eğlence ağırlıklı yapın hepimiz izleyelim ama böyle bir bok olmaz sizden. Sonra da çıkıpta biz masumuz biz inşaatçı çocuğuyuz diyorlar. Yeter bu milleti yerdiğiniz artık.,1
orusbununcocu5Ay keşke ölseydin aq şehitler bile bu kadar gündeme gelmedi allahsızlar,1
adaegeli34Denenmişi denemeyeceksin dün ne boksa bugünde aynı bok can çıkar huy çıkmaz,1
canaydinlatan Poposunu o kadara satabileymiş vay be,1
Sikim,1
abdullahbitirir@alex10cfc ya bir siktir git basilcim şimdi primine,1
"Sosyal medya ortamında Aslıhan'ın onurunu toparlamaya çalışmış .Ama yine olmamış, yazmışta yazmış olayları ... sıvamış işte",1
 buket___1988 senin beynini skiyim,1
fatihx1907 Fenerbahçenin aldığı sonuçlara dayanamayan genç intihar etti yarn haberlerde verem ettin bizi amk takımı ama yine de vazgeçemiyoruz işte,1
"Allah belanı versin diyorum, kalktın kendini haklı çıkarmak için Berkay'ın geçmişteki Asena Atalay olayını öne çıkarmak adına "" başkası olsa böyle yapar miydim yapmazdım sebebi geçmişte olanlardır"" diyorsun şerefsiz ahlaksız güya Caner erkinin intikamını aldım demek istiyorsun itliğimi böyle bastırırım diyorsun yani ! Şerefsiz bir adam oldun sen !Berkay'da şerefsiz o ayrı bir şey o neyse sende o'sun  arda turan adama kafa atma sebebin ne ? Veya tepki verme kavga sebebin ne onu açıklayamıyorsun ahlaksız kopek",1
cankayik1@eneskrlngc1 siktirme 15 temmuzu mandalina kafalı o.ç,1
Amk kanser yaptınız bizi kanser,1
Allah belanı versin sen FENERBAHÇE oyuncusu değilsin SİKTİR GİT.,1
Şerefsiz arda AMK Piç oğlu,1
Evine dön  sakatı,1
dunyaminrengi2125Sonra küfür etmeyin diyorlar bunun gibi yavşaklara nasıl sabredelim,1
tuncay_4114Siktirsin gidin,1
Siktir ol git bu takımdan!,1
Ne demişler Aslanım alma cimbomun ahını girer çıkar vazelinsiz ??,1
 palandaki Ne diyorsun abv boş konuşma ben senin annene küfür ettim mi şimdi orospu çocuğu sizden bir bokum olmaz ne rakip ne takım olur oyuncu pislikler.Siz birisine haklı diyemeyen cahil mutantlarsınız.Beşiktaşın bütün taraftarları iyi mi dedik sana a,1
Efendi Beşiktaş dediler a.q adamlar tinerci çıktı bunlar ne a.q ??,1
Senin gelmişini geçmişini...... Türk futbolunun yüz karası. Şeref yoksunu....,1
ozlem_toprak_tolga@2.sayfaofficial kızlar yüzüyle oynatan şu ünlü ünsüz kim varsa söyleyin domuzun kıçı bile bunlardan güzel.,1
p5rvinAmına kodumun admini hala cocunun açıklarmalarını paylaşıyor. Şu saaten sonra paylaşacağın en güzel haber cocunun istifasıdır,1
aaysegulsungur Hangi şarkıda götümü sallasam olay olur diye çok düşünmüş herhalde Allahlın cezası rezil kadın!,1
zuhal_homedesign Her iki ucu da boklu değnek,1
mertb36AZİZ BAŞKAN SENİ ÇOK ÖZLEDİK BU BOK BEYİNLİLER TAKIM FELAN YÖNETEMEZ,1
ozkulsamet55Halen yollamadınız MK adamını bir de günaydın diyor,1
kayra8594Siktir lan,1
goncanbuldu ŞEREFSİZ .,1
toprak.inceer Bok seçilirdin zaten estetiklide güzel değilsin ki seni seçenler halt etmiş..zaten ben şu güzellik yarışmalarında birinciymiş ikinciymiş inanmıyorum bunlar bos işler güzellik anlayışı herkese göre değişiyor çünkü sana güzel gelen bana çirkin gelir oyuz den saçma,1
" betul_gocen doktor hatasından bile insanlar ölüyor bu ülkede. O şerefsizi savunduğumda yok. Belki dedim, neden herkes avukat olmaya bu kadar meraklı??",1
Popo kaldırma işlemi bitmiş galiba sallamaya geçmiş ????,1
"Yürümediğin tek kız ,Kızkulesi amk",1
 medipol.basaksehir ulan bu adam futbolcu silahla hastaneye gitmek ne amina kodumun evladı? Hâlâ savunuyorsunuz. Paralı satılmış eşekler.,1
gkt_tuggg Yaw he he mk 💩💩💩,1
ondermeneksesengul Zaten bu karıyı herkes biliyor. orospu servet avcısı bir bunu ekranlara çıkarıyorlar,1
Ulan sg terket fb yi senin gibi karaktersizlerle isimiz olmaz amk,1
cerenalpin@gokberkezgi Kimsenin Tercihine Karşı değiliz.İbnelik moda oldu. Şayet yüce Rabbim isteseydi Adem-Adem yaratırdı Adem -Havva değil. Abi erkeklerimi seviyorsun sev ama güzel birşeymiş gibi vur bana vur vur diye haykırma Allah'ın ibnesi,1
Volkanın sayfasında yorum yapan tüm 6alatasray ve 8taş taraftarının A.... A.... Volkan Demirel kanırta kanırta s....nn ??????,1
Koyduklarımı,1
dilber_fatos_aktas Özgüvene bak helal amk,1
 nabiildirar17 banane o çöpten siktirsin gitsin fenerden çöp oğlu çöp,1
Amigoluk yapmak yerine kalecilik yap yediğin şu gölü eve götür.,1
 karacına of vermiyor sadece Yavsak olduğunu ispat ediyor Muşlaraysa bakin arenada nasılda volkana sıcak davranıyor bu pic işe yaptığına bakin,1
Neyse ki Poposunu göstermemiş,1
 sezennnuraks senden iyi sikim olur,1
Ananı sikim,1
Orospu çocuğu siktir git bu takımdan,1
yakızzder Admin bize gün aymıyor şu sana Geri dönenlere bir bak bakalım içimiz yanıyor kardeşim ben olsam eye of the tiger koyarım.,1
 1907_bahattin lan it iyi günde kötü günde bir volkan Fenerbahçe,1
böyle koyarlar işte volkan ayısına..sari kırmızılılar seni siker..,1
senin ne kınalı kafanı sikeyimyeteneksız anan daha iyi oynar yüzsüz karaktersiz senin gibi müsluman olmaz olsun hakkımızı haram ettık para köpeği seni oynatanıda sikeyim,1
Seni keşfeden scout ekibinin sana lisans çıkartanın amınakoyim.,1
La aq yorumları kapatınca ne oluyor korkak seni yaptığı şeyi yapmadım diyen köpektir haberin olsun,1
xyzsinan Bu ibne parayı bulmadan bu gideri yapabiliyor muydu? O dalganıza bakin dediğin  Anadolu insanı yinede.. Yani senin milyoner olmanı sağlayan o yurdum insanları !! Hadsiz...,1
Come to toulouse siktir git,1
 aspetbiebs Bende varım sikek şunu,1
23ilkerSayın ali koç sanada tolerans gösteriyoruzda bu adamla olmuyacagını anlamiyormusun getir ismail kartali o 9 puan alsin kardeş. Dalga mi geçiyorsn amınakodmun cocusunu getirdin mk.,1
arslan._.betul O kadar dayak yedi ama Ahmet'te neden Bir çizik bile yok. yahu kadın dev gibi mk kedi gibi kösede mi bekledi..,1
seni doğuranını sikeyim ayaksız orospu çocuğu Mehmet topal ve hasan al iyide al siktirin gidin,1
nurrberry Arda turan olağanüstü bir yavşak!!!!,1
emek  Bu kadroyla ne erotik yuva yıkan pislik turu filmler çekilir be,1
Her branşta her zaman her yerde sizi sikiyoruz yetmez mi cinconlular ????,1
ebrararife Bunlar iyice herşeyin bokunu çıkardılar,1
Siktir git orospu çocugu,1
